non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month_sin,month_cos,hour_sin,hour_cos,day_type_sin,day_type_cos
0.2867227047999692,0.1117625463519123,-0.6857137765971593,-0.5159957338235978,-0.7653422919990001,0.2797599840088477,0.489444919178489,0.5802564472287323,-0.7200127979192805,-0.38551331909393155,-0.6604729317166647,-0.6809946706836756,-0.6715141932134236,0.0,0.0,0.0,0.0,-0.5158135506074689,0.12034060342251071,0.38732771142011413,-0.2763446262994602,-0.251276095934115,-0.6551480388868284,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
0.19550366278984022,-0.9986374024774176,-2.407064631209649,-1.9280665168483997,0.27080790112809106,-1.2500348839389634,1.5349539056934216,-0.5632494658855461,-0.7200127979192805,0.05250383754338945,-0.6228141865707283,-0.6809946706836756,-0.6613664312274756,0.0,0.0,0.0,0.0,-0.03562648048345617,0.8243010027026544,0.6686631299488455,-1.5274224453472693,1.885951989543992,1.314709980679155,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
0.13844742611071092,-0.9986374024774176,-0.8268081089424454,-0.035891667595165266,-0.14365217612274536,-0.8328181017713785,-0.4863634682354481,-0.706187705024831,-0.7200127979192805,2.049448197330861,-0.6673199762886531,-0.6809946706836756,1.642175539582732,0.0,0.0,0.0,0.0,0.2750828001850232,0.9073054316626094,0.53996544649473,-1.8054397384690049,2.287114542805255,2.301334221115818,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
0.9044848775302887,0.2825933077102712,0.10441448453644231,0.7266265552382276,0.8924980170043457,0.905585157260225,0.489444919178489,-0.706187705024831,-0.6374218987742132,0.24909421493179335,-0.6673199762886531,-0.6809946706836756,0.5462172451003424,1.0,1.0,1.0,1.0,1.2072106421904603,0.4205213311935191,0.7707967784145024,-0.06783165645815868,0.14642815945420587,0.46031373122884894,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
0.2130369738281131,1.222162495181243,-0.8268081089424454,-1.6174109445829434,-1.9569150140951548,1.1141935483440175,0.0015407254715204305,1.1833860904262024,-0.7200127979192805,-0.7097149940853344,2.3693442913882183,-0.6809946706836756,-0.6782793678707224,0.0,0.0,0.0,0.0,-1.7586506732813847,0.011818967978143751,0.4551459714155801,-0.13733597973859252,-0.7008548194165646,-0.6517575775794858,-2.4492935982947064e-16,1.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
0.25923572601816713,-0.9986374024774176,1.5153578079893029,-0.6854442277865739,-2.0087225237515094,-1.4189083433877479,-2.2985790448613312,-0.38196194307474596,2.456295531701435,-0.7131639480746047,0.7192065495390052,2.5307096614134665,-0.6782793678707224,0.0,0.0,0.0,0.0,-1.4479413926129059,0.0,0.4256567971159284,0.6272115763461797,-0.7112297130353904,-0.6721003454235408,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419
0.6070505102714918,-1.1409963702760497,-0.6857137765971593,-0.9960998000520302,0.06357786250267285,-0.9718903624939068,-0.13786047273047058,-0.706187705024831,0.10933748099577086,-0.7131639480746047,-0.6673199762886531,0.20197126321921144,-0.6782793678707224,0.0,0.0,0.0,0.0,-0.6852913400630027,0.0,0.6379114947207374,-0.48485759614076174,-0.7112297130353904,-0.6721003454235408,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0.4998569594032955,0.5957830368672612,1.3742634756440169,1.065523543164181,0.27080790112809106,-0.06792066779747298,-0.06815987362947508,-0.706187705024831,1.957308849366653,-0.7131639480746047,-0.6673199762886531,1.792657983838153,-0.6782793678707224,1.0,1.0,1.0,1.0,1.263703238675638,0.0,0.7379651870665604,0.14068131338314285,-0.7112297130353904,-0.6721003454235408,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
0.33608485850315994,0.5957830368672612,-0.8268081089424454,-1.1373068783545104,-1.3870324078752547,0.2797599840088477,0.62884611738048,2.5046932278356886,-0.6924824982042581,-0.37861541111539104,1.5613930318935827,-0.6776245716993133,-0.5734191606825925,0.0,0.0,0.0,0.0,-0.6852913400630027,0.04122779932067497,0.36259863570316697,0.4882029297853121,-0.510648436404759,-0.6212434258134035,0.8660254037844387,-0.4999999999999998,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
0.17889707222192333,0.1117625463519123,1.063855944484388,-0.20534016155814092,0.4780379397535093,-0.7632819714101143,0.907648513784462,-0.4412290178398153,2.2567008587675224,-0.7131639480746047,-0.6673199762886531,1.0444960093097524,-0.6782793678707224,0.0,0.0,0.0,0.0,-0.03562648048345617,0.0,0.13113782968926624,0.4186986065048782,-0.7112297130353904,-0.6721003454235408,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334
